G,Date,Opponent,W/L,Tm,Opp
1,11/10/2021,North Alabama,W,75,49
2,11/13/2021,Montana,W,86,49
3,11/17/2021,Detroit Mercy,W,77,64
4,11/21/2021,Morehead State,W,66,46
5,11/25/2021,Louisville,L,58,72
6,11/27/2021,Richmond,W,82,71
7,12/2/2021,Lamar,W,75,60
8,12/5/2021,Minnesota,L,76,81
9,12/11/2021,Colorado State,L,63,66
10,12/14/2021,Georgia State,W,79,50
11,12/17/2021,Furman,W,69,66
12,12/21/2021,Winthrop,W,84,63
13,12/29/2021,Arkansas,W,81,68
14,1/8/2022,Ole Miss,L,72,82
15,1/12/2022,Georgia,W,88,72
16,1/15/2022,Alabama,W,78,76
17,1/19/2022,Florida,L,72,80
18,1/22/2022,Ole Miss,W,78,60
19,1/25/2022,Kentucky,L,74,82
20,1/29/2022,Texas Tech,L,50,76
21,2/1/2022,South Carolina,W,78,64
22,2/5/2022,Arkansas,L,55,63
23,2/9/2022,Tennessee,L,63,72
24,2/12/2022,LSU,L,65,69
25,2/16/2022,Alabama,L,75,80
26,2/18/2022,Missouri,W,68,49
27,2/20/2022,Missouri,W,58,56
28,2/23/2022,South Carolina,L,56,66
29,2/26/2022,Vanderbilt,W,74,69
30,3/2/2022,Auburn,L,68,81
31,3/5/2022,Texas A&M,L,64,67
32,3/10/2022,South Carolina,W,73,51
33,3/11/2022,Tennessee,L,59,72
34,3/16/2022,Virginia,L,57,60
