G,Date,Opponent,W/L,Tm,Opp
1,11/9/2021,UC-Riverside,W,66,53
2,11/12/2021,BYU,L,60,66
3,11/18/2021,Arizona State,W,65,63
4,11/20/2021,UT Arlington,W,68,62
5,11/25/2021,Georgetown,W,73,56
6,11/26/2021,USC,L,43,58
7,11/30/2021,Long Beach State,W,72,47
8,12/4/2021,Michigan,L,58,72
9,12/8/2021,Cal State Fullerton,W,66,56
10,12/17/2021,Saint Mary's,W,63,53
11,12/22/2021,UC-San Diego,W,78,57
12,1/1/2022,UNLV,W,62,55
13,1/8/2022,Colorado State,W,79,49
14,1/22/2022,Boise State,L,37,42
15,1/24/2022,UNLV,W,80,55
16,1/26/2022,Utah State,L,57,75
17,1/31/2022,New Mexico,W,72,47
18,2/4/2022,Colorado State,L,57,58
19,2/6/2022,Nevada,W,65,63
20,2/9/2022,San Jose State,W,72,62
21,2/12/2022,Air Force,W,76,64
22,2/15/2022,Utah State,W,75,56
23,2/19/2022,Fresno State,W,61,44
24,2/22/2022,Boise State,L,57,58
25,2/25/2022,San Jose State,W,77,52
26,2/28/2022,Wyoming,W,73,66
27,3/3/2022,Fresno State,W,65,64
28,3/5/2022,Nevada,W,79,78
29,3/10/2022,Fresno State,W,53,46
30,3/11/2022,Colorado State,W,63,58
31,3/12/2022,Boise State,L,52,53
32,3/17/2022,Creighton,L,69,72
