G,Date,Opponent,W/L,Tm,Opp
1,11/9/2021,Louisiana Tech,W,93,64
2,11/12/2021,South Dakota State,W,104,88
3,11/16/2021,South Alabama,W,73,68
4,11/19/2021,Oakland,W,86,59
5,11/25/2021,Iona,L,68,72
6,11/26/2021,Drake,W,80,71
7,11/28/2021,Miami (FL),W,96,64
8,12/4/2021,Gonzaga,W,91,82
9,12/11/2021,Houston,W,83,82
10,12/14/2021,Memphis,L,78,92
11,12/18/2021,Jacksonville State,W,65,59
12,12/21/2021,Davidson,L,78,79
13,12/29/2021,Tennessee,W,73,68
14,1/5/2022,Florida,W,83,70
15,1/8/2022,Missouri,L,86,92
16,1/11/2022,Auburn,L,77,81
17,1/15/2022,Mississippi State,L,76,78
18,1/19/2022,LSU,W,70,67
19,1/22/2022,Missouri,W,86,76
20,1/25/2022,Georgia,L,76,82
21,1/29/2022,Baylor,W,87,78
22,2/1/2022,Auburn,L,81,100
23,2/5/2022,Kentucky,L,55,66
24,2/9/2022,Ole Miss,W,97,83
25,2/12/2022,Arkansas,W,68,67
26,2/16/2022,Mississippi State,W,80,75
27,2/19/2022,Kentucky,L,81,90
28,2/22/2022,Vanderbilt,W,74,72
29,2/26/2022,South Carolina,W,90,71
30,3/2/2022,Texas A&M,L,71,87
31,3/5/2022,LSU,L,77,80
32,3/10/2022,Vanderbilt,L,76,82
33,3/18/2022,Notre Dame,L,64,78
