G,Date,Opponent,W/L,Tm,Opp
1,2021-11-09,Grand Canyon,L,53.0,74.0
2,2021-11-12,Texas Tech,L,62.0,88.0
3,2021-11-15,New Mexico,L,61.0,86.0
4,2021-11-21,Iowa State,L,47.0,82.0
5,2021-11-24,Louisiana Christian,W,71.0,61.0
6,2021-11-28,Morgan State,W,74.0,59.0
7,2021-11-29,Norfolk State,L,63.0,70.0
8,2021-12-02,Jarvis Christian,W,71.0,44.0
9,2021-12-04,UConn,L,59.0,88.0
10,2021-12-11,Incarnate Word,L,62.0,72.0
11,2021-12-14,UAB,L,61.0,79.0
12,2021-12-21,TCU,L,55.0,90.0
13,2021-12-28,Southern Illinois,L,64.0,75.0
14,2022-01-03,Prairie View,,,
15,2022-01-05,Texas Southern,L,61.0,67.0
16,2022-01-08,Bethune-Cookman,W,68.0,66.0
17,2022-01-10,Florida A&M,L,66.0,75.0
18,2022-01-15,Southern,W,83.0,77.0
19,2022-01-22,Mississippi Valley State,W,68.0,64.0
20,2022-01-24,Arkansas-Pine Bluff,W,76.0,65.0
21,2022-01-29,Jackson State,W,73.0,64.0
22,2022-01-31,Alcorn State,W,80.0,73.0
23,2022-02-05,Alabama State,L,72.0,80.0
24,2022-02-07,Alabama A&M,W,58.0,50.0
25,2022-02-12,Texas Southern,L,65.0,68.0
26,2022-02-14,Prairie View,L,70.0,71.0
27,2022-02-19,Southern,W,61.0,57.0
28,2022-02-26,Florida A&M,L,73.0,79.0
29,2022-02-28,Bethune-Cookman,L,63.0,69.0
30,2022-03-03,Alabama A&M,L,63.0,71.0
31,2022-03-05,Alabama State,L,75.0,78.0
32,2022-03-10,Southern,W,60.0,58.0
33,2022-03-11,Texas Southern,L,54.0,73.0
