G,Date,Opponent,W/L,Tm,Opp
1,11/9/2021,Elon,W,74,61
2,11/14/2021,Florida State,W,71,55
3,11/18/2021,Milwaukee,W,81,45
4,11/22/2021,California,W,80,60
5,11/24/2021,Ohio State,W,71,68
6,11/28/2021,Troy,W,84,45
7,12/1/2021,Oklahoma,L,67,74
8,12/6/2021,Texas Southern,L,54,69
9,12/8/2021,North Florida,W,85,55
10,12/12/2021,Maryland,L,68,70
11,12/18/2021,South Florida,W,66,55
12,12/22/2021,Stony Brook,W,87,62
13,1/5/2022,Alabama,L,70,83
14,1/8/2022,Auburn,L,73,85
15,1/12/2022,LSU,L,58,64
16,1/15/2022,South Carolina,W,71,63
17,1/19/2022,Mississippi State,W,80,72
18,1/22/2022,Vanderbilt,W,61,42
19,1/24/2022,Ole Miss,L,54,70
20,1/26/2022,Tennessee,L,71,78
21,1/29/2022,Oklahoma State,W,81,72
22,2/2/2022,Missouri,W,66,65
23,2/5/2022,Ole Miss,W,62,57
24,2/9/2022,Georgia,W,72,63
25,2/12/2022,Kentucky,L,57,78
26,2/15/2022,Texas A&M,L,55,56
27,2/19/2022,Auburn,W,63,62
28,2/22/2022,Arkansas,L,74,82
29,2/26/2022,Georgia,W,84,72
30,3/1/2022,Vanderbilt,W,82,78
31,3/5/2022,Kentucky,L,63,71
32,3/10/2022,Texas A&M,L,80,83
33,3/16/2022,Iona,W,79,74
34,3/20/2022,Xavier,L,56,72
