G,Date,Opponent,W/L,Tm,Opp
1,11/7/2022,Brown,W,80,65
2,11/10/2022,Saint Mary's,L,53,79
3,11/13/2022,Cal State Fullerton,L,85,94
4,11/15/2022,USC,L,57,59
5,11/18/2022,Iona,L,50,71
6,11/22/2022,Yale,L,44,73
7,11/25/2022,Ball State,W,78,73
8,11/26/2022,UNC Wilmington,L,66,68
9,11/27/2022,Long Beach State,L,58,78
10,12/1/2022,Lyndon State,W,101,63
11,12/4/2022,Merrimack,W,66,43
12,12/6/2022,Dartmouth,W,68,52
13,12/10/2022,Colgate,W,73,72
14,12/20/2022,Toledo,L,72,84
15,12/28/2022,Miami (FL),,,
16,1/1/2023,UMBC,W,74,61
17,1/5/2023,Bryant,W,74,64
18,1/8/2023,New Hampshire,L,60,67
19,1/11/2023,UMass-Lowell,L,65,80
20,1/19/2023,Maine,W,66,45
21,1/22/2023,NJIT,W,85,69
22,1/25/2023,Binghamton,W,80,55
23,1/28/2023,UMBC,W,74,68
24,2/4/2023,Albany (NY),W,87,68
25,2/8/2023,Maine,W,74,65
26,2/11/2023,UMass-Lowell,W,93,81
27,2/15/2023,New Hampshire,W,80,51
28,2/18/2023,NJIT,W,82,80
29,2/22/2023,Binghamton,W,81,70
30,2/25/2023,Bryant,W,70,66
31,2/28/2023,Albany (NY),W,79,61
32,3/4/2023,NJIT,W,84,57
33,3/7/2023,Binghamton,W,79,57
34,3/11/2023,UMass-Lowell,L,72,59
35,3/17/2023,Marquette,L,61,78
