G,Date,Opponent,W/L,Tm,Opp
1,11/8/2022,Milwaukee,W,84,53
2,11/11/2022,Austin Peay,W,63,44
3,11/15/2022,Marquette,W,75,70
4,11/24/2022,West Virginia,W,80,68
5,11/25/2022,Gonzaga,W,84,66
6,11/27/2022,Duke,W,75,56
7,11/30/2022,Florida State,W,79,69
8,12/4/2022,Minnesota,W,89,70
9,12/7/2022,Hofstra,W,85,66
10,12/10/2022,Nebraska,W,65,62
11,12/17/2022,Davidson,W,69,61
12,12/21/2022,New Orleans,W,74,53
13,12/29/2022,Florida A&M,W,82,49
14,1/2/2023,Rutgers,L,64,65
15,1/5/2023,Ohio State,W,71,69
16,1/8/2023,Penn State,W,76,63
17,1/13/2023,Nebraska,W,73,55
18,1/16/2023,Michigan State,W,64,63
19,1/19/2023,Minnesota,W,61,39
20,1/22/2023,Maryland,W,58,55
21,1/26/2023,Michigan,W,75,70
22,1/29/2023,Michigan State,W,77,61
23,2/1/2023,Penn State,W,80,60
24,2/4/2023,Indiana,L,74,79
25,2/9/2023,Iowa,W,87,73
26,2/12/2023,Northwestern,L,58,64
27,2/16/2023,Maryland,L,54,68
28,2/19/2023,Ohio State,W,82,55
29,2/25/2023,Indiana,L,71,79
30,3/2/2023,Wisconsin,W,63,61
31,3/5/2023,Illinois,W,76,71
32,3/10/2023,Rutgers,W,70,65
33,3/11/2023,Ohio State,W,80,66
34,3/12/2023,Penn State,W,67,65
35,3/17/2023,FDU,L,58,63
