G,Date,Opponent,W/L,Tm,Opp
1,11/7/2022,Temple,W,76,73
2,11/12/2022,La Salle,L,69,77
3,11/14/2022,Neumann,W,82,52
4,11/18/2022,Fairfield,W,68,52
5,11/20/2022,Seton Hall,L,44,82
6,11/27/2022,NJIT,W,62,57
7,12/3/2022,Army,L,64,75
8,12/6/2022,Fordham,L,59,72
9,12/15/2022,Stony Brook,W,58,55
10,12/20/2022,Delaware State,W,58,51
11,12/22/2022,Gwynedd-Mercy,W,89,55
12,12/29/2022,LIU,W,69,61
13,12/31/2022,Merrimack,L,48,58
14,1/5/2023,Stonehill,L,58,62
15,1/7/2023,Saint Francis (PA),L,63,68
16,1/16/2023,Merrimack,W,62,57
17,1/20/2023,Central Connecticut,W,72,50
18,1/22/2023,Sacred Heart,W,68,58
19,1/26/2023,St. Francis (NY),L,56,65
20,2/2/2023,Sacred Heart,L,56,65
21,2/4/2023,FDU,W,83,79
22,2/9/2023,St. Francis (NY),L,62,64
23,2/11/2023,LIU,W,58,46
24,2/16/2023,Central Connecticut,L,57,58
25,2/18/2023,FDU,L,48,66
26,2/23/2023,Stonehill,W,54,44
27,2/25/2023,Saint Francis (PA),W,68,58
28,3/1/2023,Sacred Heart,L,55,67
