G,Date,Opponent,W/L,Tm,Opp
1,11/7/2022,Alabama State,W,111,70
2,11/11/2022,Toledo,L,85,93
3,11/16/2022,Presbyterian,W,92,61
4,11/21/2022,South Florida,W,80,65
5,11/22/2022,Georgia,W,87,73
6,11/26/2022,Rhodes,W,110,53
7,11/30/2022,Jacksonville,W,80,61
8,12/4/2022,South Alabama,W,76,68
9,12/10/2022,West Virginia,L,70,81
10,12/14/2022,South Carolina,W,84,70
11,12/18/2022,Southern,W,92,66
12,12/22/2022,Charlotte,W,76,68
13,12/29/2022,UTEP,W,79,73
14,12/31/2022,UTSA,W,90,67
15,1/5/2023,Florida Atlantic,L,86,88
16,1/7/2023,Florida International,L,87,90
17,1/11/2023,Western Kentucky,L,78,80
18,1/14/2023,Louisiana Tech,W,81,74
19,1/16/2023,Middle Tennessee,L,73,74
20,1/21/2023,North Texas,L,52,63
21,1/26/2023,Louisiana Tech,W,65,59
22,1/28/2023,Rice,W,70,52
23,2/2/2023,Florida Atlantic,W,86,77
24,2/4/2023,Florida International,W,76,72
25,2/9/2023,North Texas,L,79,82
26,2/11/2023,Middle Tennessee,W,92,69
27,2/16/2023,UTEP,W,79,66
28,2/18/2023,UTSA,W,83,78
29,2/23/2023,Rice,W,85,57
30,2/25/2023,Western Kentucky,W,72,60
31,3/4/2023,Charlotte,W,93,91
32,3/9/2023,Rice,W,87,60
33,3/10/2023,North Texas,L,76,69
34,3/11/2023,Florida Atlantic,W,56,78
35,3/14/2023,Southern Miss,W,88,60
36,3/19/2023,Morehead State,W,77,59
37,3/22/2023,Vanderbilt,W,67,59
38,3/28/2023,Utah Valley,L,88,86
39,3/30/2023,North Texas,L,61,68
