G,Date,Opponent,W/L,Tm,Opp
1,11/7/2022,Lindenwood,W,73,46
2,11/11/2022,SMU,W,74,62
3,11/15/2022,UNLV,L,52,60
4,11/19/2022,Robert Morris,W,60,51
5,11/23/2022,Wisconsin,L,42,43
6,11/24/2022,NC State,L,64,76
7,11/25/2022,BYU,L,75,79
8,11/30/2022,Western Michigan,W,67,47
9,12/3/2022,Southeastern Louisiana,W,80,74
10,12/7/2022,Virginia Tech,L,49,77
11,12/10/2022,UNC Asheville,W,79,56
12,12/17/2022,Wyoming,W,66,49
13,12/20/2022,Alcorn State,W,88,46
14,12/28/2022,Duquesne,W,69,57
15,12/31/2022,Davidson,W,69,55
16,1/4/2023,St. Joseph's,W,76,56
17,1/10/2023,Fordham,W,82,58
18,1/13/2023,VCU,L,62,63
19,1/17/2023,Davidson,W,68,61
20,1/21/2023,George Washington,L,69,76
21,1/25/2023,Rhode Island,L,70,75
22,1/28/2023,Richmond,W,86,60
23,1/31/2023,Loyola (IL),W,85,81
24,2/4/2023,St. Bonaventure,L,59,68
25,2/7/2023,VCU,W,62,58
26,2/10/2023,Saint Louis,W,70,56
27,2/17/2023,Loyola (IL),W,65,49
28,2/22/2023,UMass,W,72,54
29,2/25/2023,George Mason,L,69,74
30,2/28/2023,La Salle,W,77,53
31,3/3/2023,Saint Louis,L,61,65
32,3/9/2023,St. Joseph's,W,60,54
33,3/11/2023,Fordham,W,78,68
34,3/12/2023,VCU,L,56,68
